id,name<jpn>,ruby<jpn>,area,rarity,ratio,category,tag,type,arg0,arg1,arg2,arg3,variable,accessory,speak,sound,utilizeSound,weight,inventoryLimit,context,trash,lost,stack,mergeable,catalog,description<jpn>
collection04,タイトルの読めないレコード,たいとるのよめないれこーど,endless,-1,0,collection,collection,scenario,collection4-1,false,,,4,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
collection05,真っ白な帆を広げたボトルシップ,まっしろなほをひろげたぼとるしっぷ,endless,-1,0,collection,collection,scenario,collection5-1,false,,,5,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
collection06,曲名のわからないオルゴール,きょくめいのわからないおるごーる,endless,-1,0,collection,collection,scenario,collection6-1,false,,,6,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
collection07,押し花のしおりが挟まった詩集,おしばなのしおりがはさまったししゅう,endless,-1,0,collection,collection,scenario,collection7-1,false,,,7,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
collection08,書き始めたばかりの日記帳,かきはじめたばかりのにっきちょう,endless,-1,0,collection,collection,scenario,collection8-1,false,,,8,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
collection09,割れて動かない腕時計,われてうごかないうでどけい,endless,-1,0,collection,collection,scenario,collection9-1,false,,,9,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
collection10,自由に育った小さなプランター,じゆうにそだったちいさなぷらんたー,endless,-1,0,collection,collection,scenario,collection10-1,false,,,10,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
collection11,精巧なロケットの模型,せいこうなろけっとのもけい,endless,-1,0,collection,collection,scenario,collection11-1,false,,,11,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
collection12,電源の切れたガラケー,でんげんのきれたがらけー,endless,-1,0,collection,collection,scenario,collection12-1,false,,,12,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
collection13,おばけが主役の絵本,おばけがしゅやくのえほん,endless,-1,0,collection,collection,scenario,collection13-1,false,,,13,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
collection14,上品なティーカップ,じょうひんなてぃーかっぷ,endless,-1,0,collection,collection,scenario,collection14-1,false,,,14,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
collection15,無骨なガスランタン,ぶこつながすらんたん,endless,-1,0,collection,collection,scenario,collection15-1,false,,,15,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　No.{0}<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
collection100,プレゼントの入った赤い靴下,ぷれぜんとのはいったあかいくつした,endless,-1,0,collection,present,scenario,collection100-1,false,,,100,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　（クリスマス限定）<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
collection101,板チョコの詰まった箱,いたちょこのつまったはこ,endless,-1,0,collection,present,scenario,collection101-1,false,,,101,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　（バレンタイン限定）<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
collection102,オバケのキャンディー,おばけのきゃんでぃー,endless,-1,0,collection,present,scenario,collection102-1,false,,,102,,-,-,-,0,0,scenario,false,false,1,true,false,蒐集品　（ハロウィン限定）<br>（収納棚で選択することで、<red>ミニエピソード</red>を見ることができます）
-,,,,,,,,,,,,,,,,,,,,,,,,,,
