id,type,arg0,fgType,natsuno<jpn>,kiko<jpn>,shino<jpn>,akane<jpn>,minamo<jpn>,itsuka<jpn>,hinase<jpn>
confirmItemExchange00,confirmItemExchange,-,default,<red>{0}</red>と、わたしの<red>{1}</red>、交換してくれるらしいけど......どうしよっか<br><button>交換</button>する？　<button>やめとく</button>？,<red>{0}</red>と、わたしの<red>{1}</red>、交換してくれるらしいです......ど、どうします......？<br><button>交換</button>します？　<button>やめときます</button>？,<red>{0}</red>と、あたしの<red>{1}</red>、交換してくれるらしいよ。どーする？<br><button>交換</button>する？　<button>やめとく</button>？,<red>{0}</red>と、アタシの<red>{1}</red>、交換してくれるらしいけど......どーする？<br><button>交換</button>する？　<button>やめとく</button>？,<red>{0}</red>と、うちの<red>{1}</red>、交換してくれるらしい......どうする？<br><button>交換</button>しとく？　<button>やめとく</button>？,<red>{0}</red>と、私の<red>{1}</red>、交換してくれるらしい......どうしようか<br><button>交換</button>する？　<button>やめとく</button>？,<red>{0}</red>と、私の<red>{1}</red>、交換してくれるそうですけど......どうしましょう？<br><button>交換</button>します？　<button>やめときます</button>？
showProduct00,showProduct,-,default,<button>{0}</button>なら、{1}と......,<button>{0}</button>なら、{1}と......,<button>{0}</button>なら、{1}と......,<button>{0}</button>なら、{1}と,<button>{0}</button>なら、{1}と,<button>{0}</button>なら、{1}と......,<button>{0}</button>なら、{1}と......
confirmShopping00,confirmShopping,-,default,交換してくれるって<br>今もってる絵具のチューブ、<red>{0}こ</red>だけど......どうする？<br>それとも、<button>やめとく</button>？,交換してくれるそうです......<br>今もってる絵具のチューブ、<red>{0}こ</red>ですけど......どうします？<br>それとも、<button>やめときます</button>？,交換してくれるんだって！<br>今もってる絵具のチューブ、<red>{0}こ</red>だけど、どうする？<br>それとも、<button>やめとく</button>？,交換してくれるってー<br>今もってる絵具のチューブ、<red>{0}こ</red>だけど、どーするー？<br>それとも、<button>やめとく</button>ー？,交換してくれるらしい<br>今もってる絵具のチューブ、<red>{0}こ</red>だけど、どうする？<br>それとも、<button>やめとく</button>？,交換してくれるらしい<br>今もってる絵具のチューブは、<red>{0}こ</red>......。どうする？<br>それとも、<button>やめとく</button>？,交換してくれるそうです<br>今もってる絵具のチューブ、<red>{0}こ</red>ですね......どうしましょう？<br>それとも、<button>やめときます</button>？
confirmShoppingMore00,confirmShoppingMore,-,default,他は？　どうする？　もう<button>やめとく</button>？,他には、あります......？　もう、<button>やめときます</button>？,他は？　どする？　もー<button>やめとく</button>？,他はー？　どーする？　もう<button>やめとく</button>？,他は？　どーする？　もう<button>やめとく</button>？,他は？　どうする？　もう<button>やめておく</button>？,他は？　何かありますか？　もう<button>やめときます</button>？
shoppingSuccess00,shoppingSuccess,-,default,わかった。それ、交換してもらうね,はい、じゃあ、それ交換してもらいます......,おっけー！　じゃ、交換してもらおー,おっけーい。じゃあ、交換してもらおう,おけい。じゃあ、交換してもらっとく,わかった。じゃあ、それを交換してもらうよ,わかりました。それ、交換してもらいますね
shoppingFailed00,shoppingFailed,-,default,それ......交換できるもの、もってなくない？,それ......交換できるもの、もってません......,それ、交換できるもの、もってなくない？,それ、交換できるもの、もってなくなーい？,それ、交換できるもん、もってなくない？,それ......交換できるもの、もってないよ,それ......交換できるものを持ってませんよね......
shoppingCountMax00,shoppingCountMax,-,default,それ、もう持ってるくない？,それ、もう持ってますよね......？,それ、もう持ってるよ？,それ、もう持ってるじゃん,それ、もう持っとるくない？,それ、もう持ってるから、いらないよ,それ、もう持ってませんか？
enterEnemyHouse00,enterEnemyHouse,-,serious,うわ......！<br>ここ、感染者が集まってる......！<br>囲まれた......！,うわ......！<br>ここ、感染者が集まってます......！<br>囲まれちゃいました......うぅ......,おっと......！<br>ここ、感染者が集まってる......！<br>囲まれちゃったよ......,おーっと......<br>ここ、感染者が大集会してるよ......<br>囲まれちゃったねー......！,おーっと......？<br>ここ、感染者がうじゃうじゃだ......<br>いつの間にか囲まれとるね......,......！<br>ここ、感染者がたかってる......！<br>囲まれた......,わ......！<br>ここ、感染者がたくさんです......！<br>囲まれちゃいました......！
exitEnemyHouse00,exitEnemyHouse,-,serious,......ふぅ<br>とりあえず、これで一段落かな......,......はぁぁ<br>とりあえず、これで一段落みたいです......,......ふぅ！<br>とりあえず、これで一段落っぽい！,......ふー<br>とりあえず、これで一段落かなー,......ふー<br>とりあえず、これで一段落かね......,......ふぅ<br>とりあえず、これで一段落か......,......ふぅ<br>ひとまず、これで一段落のようです......
confirmEnterBaseCamp00,confirmEnterBaseCamp,-,default,ここ、広いし安全そう......<br>ここに車もってきて、ここで<button>キャンプする</button>？　<button>やめとく</button>？,ここ、広いし安全そうです......<br>ここに車もってきて、ここで<button>キャンプします</button>？　<button>やめときます</button>？,ここ、広いし安全そ！<br>ここに車もってきて、ここで<button>キャンプする</button>？　それとも、<button>やめとく</button>？,ここ、広いし安全そうだねー<br>ここに車もってきて、ここで<button>キャンプする</button>？　それとも、<button>やめとく</button>？,ここ、広いし安全そう<br>ここに車もってきて、ここで<button>キャンプする</button>？　それとも、<button>やめとく</button>？,ここ、広いし安全そうだ......<br>ここに車もってきて、ここで<button>キャンプする</button>？　<button>やめとく</button>？,ここ、広いし安全そうです......<br>ここに車もってきて、ここで<button>キャンプします</button>？　<button>やめときます</button>？
enterBaseCamp00,enterBaseCamp,-,default,......ふぅ<br>じゃ、ここまで車運転してくるね,......ふぅ<br>じゃあ、今夜はここで過ごしましょう......,......ふぅ<br>じゃ、ここをキャンプ地とする！,......ふぅ<br>じゃあ、ここに車もってこよー,......ふぅ<br>じゃあ、ここに車もってこよう,......ふぅ<br>じゃ、ここまで車運転してこよう,......ふぅ<br>では、ここまで車もってきましょうね
leaveBaseCamp00,leaveBaseCamp,-,default,ここはやめとこっか,ここはやめときますね,ここはやめとこっかー,やめとこっかー,やめとこっか,ここはやめとこうか,ここはやめときましょうか
selectionTakePhoto00,selectionTakePhoto,-,default,写真撮るの？<br>えーと......遠くに{0}が見えるけど、どれ撮る？　それとも、やっぱ<button>やめとく</button>？,写真撮るんですか......？<br>えーと......遠くに{0}が見えますけど、どれにします？　それとも、<button>やめときます</button>？,お！　写真撮るの？<br>うーんとね......遠くに{0}が見えるけど、どれにする？　それとも、<button>やめとく</button>？,写真撮るのー？<br>えーと......遠くに{0}が見えるけど、どれ撮るー？　それとも、<button>やめとく</button>？,写真撮るん？<br>あーっと......遠くに{0}が見えとるけど、どれ撮るん？　それとも、<button>やめとく</button>？,写真？<br>......遠くに{0}が見えるけど、どれ撮る？　それとも、やっぱり<button>やめとく</button>？,写真撮るんですか？<br>ええと......遠くに{0}が見えますね。どれ撮りましょう？　それとも、やっぱり<button>やめときます</button>？
takePhoto00,takePhoto,-,default,おっけ<br>......写真、撮っといたよ,わかしました<br>......写真、撮りました,任せて！<br>......撮っといたー,おっけーい<br>......撮っといたよー,おけい<br>......撮っといた,わかった<br>......写真、撮ったよ,はい！<br>......写真、撮りました！
takePhotoCancel00,takePhotoCancel,-,default,わかった。やめとくね,わかりました、やめときます,えー？　そっかー<br>じゃあ、やめとくー,おっけー。やめとこ,おっけー。やめとく,わかった。やめとこう,わかりました。やめときましょう
takePhotoNoFilm00,takePhotoNoFilm,-,default,え？　フィルム、持ってなくない？,えと......フィルム、持ってないです......,えー？　カメラはあるけど、フィルムがないよー,んー？　フィルム持ってないんだなー,んー？　フィルム持っとらんね,......？　フィルム、持ってないよ,え？　フィルムがないみたいですけど......
confirmUseHeal00,confirmUseHeal,-,default,......ちょっと痛むな......<br>{0}、<button>使って</button>もいい？　<button>だめ</button>？,うう......<br>あの......{0}、<button>使って</button>もいいです......？　<button>だめ</button>ですか......？,いたいなー......<br>{0}、<button>使っちゃって</button>もいい？　<button>だめ</button>ー？,うーん......痛む......<br>{0}、<button>使って</button>もよい？　<button>だめ</button>？,うー......痛む......<br>{0}、<button>使って</button>いい？　<button>だめ</button>かね,......ちょっと痛む......<br>{0}、<button>使って</button>いい？　<button>だめ</button>？,......ちょっと痛みますね......<br>{0}、<button>使って</button>もいいです？　<button>だめ</button>でしょうか？
confirmUseFood00,confirmUseFood,-,default,お腹空いた......<br>{0}、<button>食べて</button>もいい？　<button>だめ</button>？,えーと......<br>{0}、<button>食べて</button>もいいです......？　<button>だめ</button>ですか......？,お腹空いたー！<br>{0}、<button>食べて</button>いーい？　<button>だめ</button>ー？,お腹、空いたなー<br>{0}、<button>食べて</button>いい？　　<button>だめ</button>？,お腹空いてきた......<br>{0}、<button>食べて</button>よい？　　<button>だめ</button>かね,お腹空いた......<br>{0}、<button>食べて</button>いい？　<button>だめ</button>？,お腹空いちゃいました......<br>{0}、<button>食べて</button>もいいでしょうか？　<button>だめ</button>です......？
searchNextDestination00,searchNextDestination,-,default,さて......,えと......,さーて！,さてさて......,はて......,......さて,さて......
findNextDestination00,findNextDestination,-,default,{0}件くらい先に、{1}と......,{0}件くらい先に、{1}と......,{0}件くらい先に、{1}と......,{0}件くらい先に、{1}と......,{0}件くらい先に、{1}と......,{0}件くらい先に、{1}と......,{0}件くらい先に、{1}と......
findNextDestinationLast00,findNextDestinationLast,-,default,{0}件くらい先に、{1}が見えるけど......,{0}件くらい先に、{1}が見えます......,{0}件くらい先に、{1}が見えるねー,{0}件くらい先に、{1}が、見えるけど......,{0}件くらい先に、{1}が、見えとるけど......,{0}件くらい先に、{1}が見える......,{0}件くらい先に、{1}が見えますね......
checkNextDestination00,checkNextDestination,-,default,どこ目指してみる？,どこ目指してみます......？,どこ、目指してみる？,どこ目指してみるー？,どこ目指しとく？,どこ、目指してみる？,どこ目指してみましょう？
arrivedNextDestination00,arrivedNextDestination,-,default,ここが、目指してた{0}だね......,ここが、目指してた{0}ですね......,ここが、目指してた{0}だねー,ここが、目指してた{0}っぽいねー,ここが目指しとった{0}っぽいねー,ここが、目指してた{0}だ......,ここが、目指してた{0}ですね......
fishingAvailable00,fishingAvailable,-,default,ここ、釣りできそう......<br>釣り竿とかあれば......,あ......ここ、釣りできそうです......<br>釣り竿とかあれば......,お！　ここ、釣りできそう！<br>釣り竿とかあれば！,ここ、釣りできそうだね<br>釣り竿とか、あればだけど......,ここ、釣りできそう<br>釣り竿とか、あればね......,ここ、釣りできそう......<br>......釣り竿とかあれば,ここ、釣りできそう.です..<br>釣り竿とか、あったら、ですけど......
fishingStart00,fishingStart,-,default,釣り、してみる......<br>......<br>............<br>........................,釣り、してみます......<br>......<br>............<br>........................,釣り、してみるよ！<br>......<br>............<br>........................,釣り、してみるよ<br>......<br>............<br>........................,釣り、やってみよ<br>......<br>............<br>........................,釣りしてみる......<br>......<br>............<br>........................,釣り、してみます......<br>......<br>............<br>........................
fishingSuccess00,fishingSuccess,-,default,お......<br><button>{0}</button>が釣れた<br>やったね,わ......<br><button>{0}</button>が釣れました......！<br>すごい元気......,お......！<br><button>{0}</button>が釣れた！<br>やったー！,お......<br><button>{0}</button>が釣れたー<br>やったねー,お......<br><button>{0}</button>が釣れたー<br>やったー,お......<br><button>{0}</button>が釣れた<br>よし,あ......！<br><button>{0}</button>が釣れました！<br>楽しい！
fishingSuccessGarbage00,fishingSuccessGarbage,-,default,あ......<br><button>{0}</button>、釣れた......<br>......まぁ、拾っとこ......,あ......<br><button>{0}</button>が釣れました......<br>......拾っときますね,あ......<br><button>{0}</button>、釣れた！<br>拾っとこ！,あ......<br><button>{0}</button>、釣れたー<br>拾っとこー,あ......<br><button>{0}</button>、釣れたー<br>拾っとこう,あ......<br><button>{0}</button>、釣れた......<br>......まぁ、拾っておこう,あ......<br><button>{0}</button>、釣れました！<br>......これも、もらっていきましょうね
fishingFailed00,fishingFailed,-,default,んー......<br>なんも釣れない......<br>このくらいにしとこ......,うーん......<br>なんにも釣れないです......<br>このくらいにしときますね......,んー......<br>なんも釣れないねー<br>くやしーけど、このくらいにしとこっかー,んんー......<br>なんも釣れないなー<br>ま、このくらいにしとこっかー,んー......<br>なんも釣れんなー<br>ま、こんくらいにしとこっか,......<br>何も釣れないな......<br>このくらいにしておこう,うーん......<br>釣れません......<br>このくらいであきらめましょう......
itemCraft00,itemCraft,-,default,えっと......<br>......<br>............<br>よし<br><button>{0}</button>、つくったよ,えと......<br>......<br>............<br>よし......<br><button>{0}</button>、つくりました......,よっと..<br>......<br>............<br>よし！<br><button>{0}</button>、つくったよ！,よいしょっと......<br>......<br>............<br>よーし<br><button>{0}</button>、つくったよー,よいしょっと......<br>......<br>............<br>よーし<br><button>{0}</button>、つくったよー,......<br>............<br>......よし<br><button>{0}</button>、つくった,ええと......<br>......<br>............<br>よし<br><button>{0}</button>、つくりました！　完成です
selectionCraft00,selectionCraft,-,default,んー......<br>{0}なら、つくれそうだけど<br>どれつくる？　<button>やめとく</button>？,えーっと......<br>{0}なら、つくれそうですけど......<br>どれつくります？　<button>やめときます</button>？,んーと！<br>{0}なら、つくれそうだけど<br>どれつくるー？　それとも<button>やめとく</button>？,んー......<br>{0}なら、つくれそうだけど<br>どれつくる？　<button>やめとく</button>？,あー......<br>{0}なら、つくれそうかもだけど<br>どれつくっとく？　<button>やめとく</button>？,そうだな......<br>{0}なら、つくれそうだ<br>どれつくる？　<button>やめとく</button>？,うーん......<br>{0}なら、つくれそうです！<br>どれつくりましょう？　それとも<button>やめときます</button>？
selectionCraftFailed00,selectionCraftFailed,-,default,んー......<br>何かつくれそうだけど、手持ちの材料じゃ難しそうかな......,うーん......<br>何かつくれそうですけど、手持ちの材料じゃ難しいですかね......,んー<br>何かつくれそうだけど、手持ちの材料じゃ難しそうかなー,んんー......<br>何かつくれそうだけど、手持ちの材料じゃ難しいかなー,んんー......<br>何かつくれそうかもだけど、手持ちの材料じゃムズイねー,そうだな......<br>何かつくれそうだけど、手持ちの材料じゃ厳しいな,うーん......<br>何かつくれそうなんですけど、手持ちの材料じゃ、ちょっと難しいですね......
itemAddAccessory00,itemAddAccessory,-,default,{0}に、{1}、使ったよ,{0}に、{1}、使いました！,{0}に、{1}、使ったよ！,{0}に、{1}、使ったー,{0}に、{1}、使ったよ,{0}に、{1}、使った,{0}に、{1}、使いました！
itemAddVariable00,itemAddVariable,-,default,{0}に、{1}、使ったよ,{0}に、{1}、使いました！,{0}に、{1}、使ったよ！,{0}に、{1}、使ったー,{0}に、{1}、使ったよ,{0}に、{1}、使った,{0}に、{1}、使いました！
selectionTargetItem00,selectionTargetItem,-,default,えーと......<br>{0}になら使えそうだけど、どうする？　<button>やめとく</button>？,えと......<br>{0}になら使えそうです......どうします？　<button>やめときます</button>？,んーっと......<br>{0}になら使えそうだけど、どうするー？　<button>やめとく</button>？,んー......<br>{0}になら使えそうだけど、どーする？　<button>やめとく</button>？,えー......<br>{0}になら使えそう、かな。どうする？　<button>やめとく</button>？,あー......<br>{0}になら使えそう。どうする？　<button>やめとく</button>？,えーと......<br>{0}になら使えそうです。どうします？　<button>やめときます</button>？
selectionTargetItemFailed00,selectionTargetItemFailed,-,default,えーと......<br>手持ちのものには、使えそうにない、かな,えと......<br>手持ちのものには、使えそうにない、ですかね......,んーっと......<br>手持ちのものには、使えそうにない、かな？,んー......<br>手持ちのものには、使えそうにないかなー,えー......<br>手持ちのものには、使えそうになくない？,あー......<br>手持ちのものには、使えないと思う,えーと......<br>手持ちのものには、使えそうにない、ですかね？
confirmUnequip00,confirmUnequip,-,default,{0}......もう装備してるけど<br><button>このまま</button>でいい？　それとも、<button>はずす</button>？,{0}......あの、もう装備してます......<br><button>このまま</button>でいいです？　それとも<button>はずします</button>か？,{0}......もう装備してるよ？<br><button>このまま</button>でい？　それとも<button>はずす</button>？,えー？　{0}、もう装備してるけど？<br><button>このまま</button>でいい？　それとも<button>はずす</button>ー？,え......{0}、もう装備しとるけど？<br><button>このまま</button>でよい？　それとも<button>はずす</button>ってこと？,{0}......もう装備してるけど<br><button>このまま</button>？　それとも、<button>はずす</button>？,{0}......もう装備してますよ<br><button>このまま</button>でいいです？　それとも、<button>はずします</button>？
inaudible00,inaudible,-,default,え......<br>そんなの聞こえた？,え......<br>そんなの聞こえました......？,え？<br>そんなの聞こえた？,えー<br>そんなの聞こえたー？,ん......<br>そんなの聞こえた？,......<br>そんなの聞こえた？,え......<br>そんなの聞こえました？
inaudible01,inaudible,-,default,......<br>幻聴じゃない......？,......<br>幻聴、かも、しれないです......？,うーん<br>幻聴じゃなーい？,......<br>幻聴じゃない？,......<br>幻聴では..？,......<br>......幻聴じゃない？,......<br>幻聴じゃないよね......？
inaudible02,inaudible,-,default,うーん......<br>聞こえたような、聞こえてないような......,ええと......<br>聞こえたような、聞こえてないような......？,うーん......<br>聞こえたような、聞こえてないような？,うーん......<br>聞こえたような、聞こえてないような,んー......<br>聞こえたような、聞こえてないような......,......<br>聞こえたような、聞こえてないような,うーん......<br>聞こえたような、聞こえてないような......？
inaudible03,inaudible,-,default,......？<br>そんなの、聞こえた......？,......？<br>そんなの、聞こえました......？,？<br>そんなの、聞こえた？,えー？<br>そんなの、聞こえた？,？<br>そんなの、聞こえた......？,......？<br>そんなの、聞こえた？,......？<br>そんなの、聞こえましたか......？
inaudible04,inaudible,-,default,......そんな気もするけど<br>空耳のような気もする......,......そんな気もします、けど<br>空耳のような気も......,そんな気もするけど......<br>空耳のような気もする！,......そんな気もするけど<br>空耳のような気もする......なー,......そんな気もするけど<br>空耳のような気もするね,......そんな気もするけど<br>空耳のような気もする,......そんな気もしますけど<br>空耳のような気もしますね......
earlyExit00,earlyExit,-,sad,......<br>......ごめん<br>今日は......もう<br>......帰らせて,......<br>ごめんなさい......<br>今日は......<br>もう......帰らせてください......,......<br>......ごめん<br>今日は......<br>......もう、帰る,......<br>......ごめん<br>今日は......<br>......もう、帰らせて,......<br>......ごめん<br>今日は......<br>......帰るよ,......<br>......ごめん<br>今日は......もう<br>......帰らせて,......<br>......ごめんなさい<br>今日は......もう<br>......帰らせてください
confused00,confused,-,sad,......<br>............<br>......ううん<br>ごめん<br>......なんでもない<br>......,......<br>............<br>......いえ<br>ごめんなさい<br>......なんでもないです<br>......,......<br>......ごめん<br>......<br>......なんでも、ない,......<br>............<br>......ううん<br>ごめん<br>......なんでもないよ<br>......,......<br>............<br>......ううん<br>ごめん<br>......別に、なんでもない<br>......,......<br>............<br>......いや<br>ごめん<br>......なんでもない<br>......,......<br>............<br>......いえ<br>ごめんなさい<br>......なんでもないです<br>......
confused01,confused,-,sad,......<br>......ねぇ<br>......<br>やっぱり<br>......いいや<br>......,......<br>......あの<br>......<br>いえ<br>......ごめんなさい<br>......,......<br>......あのさ<br>......<br>あー......<br>やっぱ、なんでもない<br>......,......<br>......あー<br>......<br>うーん......<br>や、なんでもない<br>......,......<br>......ええと<br>......<br>うーん......<br>や、なんでもない<br>......,......<br>......ねぇ<br>......<br>......ううん<br>なんでもない<br>......,......<br>......あの<br>......<br>......ううん<br>なんでもないです<br>......
confused02,confused,-,sad,......<br>............<br>......はぁ<br>......,......<br>............<br>......ふぅ<br>......,......<br>............<br>......あーあ<br>......,......<br>............<br>......はぁあ<br>......,......<br>............<br>......はぁ<br>......,......<br>............<br>......はぁ<br>......,......<br>............<br>......ふぅぅ<br>......
useTrap00,useTrap,-,default,{0}、仕掛けてくるね<br>......<br>............<br>........................<br>よし<br>これで、もう大丈夫,{0}、仕掛けてみます......<br>......<br>............<br>........................<br>よ、よし......<br>これで、もう大丈夫です,{0}、仕掛けてくるね！<br>......<br>............<br>........................<br>よーし！<br>これで、もう大丈夫,{0}、仕掛けてくるー<br>......<br>............<br>........................<br>よーし<br>これで、もう大丈夫,{0}、仕掛けてくるよ<br>......<br>............<br>........................<br>これで、もう大丈夫でしょ<br>ヨシ！,{0}、仕掛けてくる<br>......<br>............<br>........................<br>よし<br>これで、もう大丈夫,{0}、仕掛けてきますね<br>......<br>............<br>........................<br>よし<br>これで、もう大丈夫です
requireFuel00,requireFuel,-,default,んー......<br>外出られるけど、<red>車の燃料</red>、探さないと......,んー......<br>外出られますけど......<red>車の燃料</red>、探しておいた方が......,んー......<br>外出られるけど、<red>車の燃料</red>、探した方がよくなーい？,んー......<br>外出られるけど、<red>車の燃料</red>ないと車動かせないよ,んー......<br>外出られるけど、<red>車の燃料</red>、探さないとじゃない？,ん......<br>外出られるけど、<red>車の燃料</red>が必要だ,んー......<br>外出られるけど、<red>車の燃料</red>がないといけませんよね......
-,,,,,,,,,,
